id,FAC,DATE,CARDINAL,GPE,ORG,PERSON,TIME,WORK_OF_ART,ORDINAL,LOC,NORP,PRODUCT,MONEY,LAW,EVENT,PERCENT,QUANTITY,LANGUAGE
pl1dza,3,17,14,8,25,8,2,0,2,0,0,1,6,0,0,3,0,0
pkuofq,0,9,6,4,8,1,1,0,6,2,0,0,1,0,0,0,1,0
pkvvli,0,0,0,4,2,0,0,0,0,0,6,0,0,0,0,0,0,0
pkzw84,0,12,1,14,9,24,0,0,2,5,5,0,0,0,0,0,0,0
pkyww5,1,12,0,15,12,13,0,0,2,0,3,0,0,0,0,0,0,0
pl1qhz,0,10,5,5,14,1,3,0,1,0,0,0,4,0,0,3,0,1
pl2m54,1,4,3,12,6,14,0,1,0,0,1,0,0,0,0,0,0,0
pl4yl7,5,24,20,9,28,30,1,0,4,0,11,2,3,1,0,3,0,0
pl59y8,0,6,2,1,2,3,0,0,0,0,0,1,3,0,0,1,0,0
pl5cvx,0,32,11,17,23,40,1,0,5,1,1,1,0,0,0,0,0,0
pl32ea,0,10,7,3,14,4,0,0,0,2,1,0,7,0,1,4,0,0
pl4u1p,1,18,6,3,22,41,1,2,2,1,0,0,0,0,0,0,0,0
pl5td3,0,12,7,13,4,5,0,0,1,1,0,2,0,0,0,0,0,0
pl766f,0,5,4,7,6,3,0,0,0,6,0,0,0,0,0,1,0,0
pl63a1,0,29,7,18,24,19,0,0,4,0,2,0,1,0,0,1,0,0
pl7yxx,2,9,2,10,14,9,1,0,0,1,1,0,1,0,0,0,0,0
pl8ufe,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
pl301q,1,8,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0
pl7xx7,2,12,10,3,31,9,0,0,2,2,11,0,0,0,0,13,0,0
pl8txr,0,20,13,2,15,12,1,1,6,2,0,1,0,0,0,0,0,0
pl61kg,0,27,6,12,16,33,4,0,5,0,4,0,2,1,0,1,0,0
pl8ovg,0,17,14,3,17,11,0,1,8,0,1,3,0,0,0,3,0,0
pl0uy1,0,1,2,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0
pl8dv4,0,3,1,3,5,1,0,0,0,0,0,0,0,0,0,0,1,0
pl75oa,0,2,5,15,4,3,3,0,0,0,3,0,0,0,0,1,14,0
pl93nj,0,28,11,15,13,7,0,0,8,0,4,0,0,0,0,0,0,1
pl907q,0,5,0,3,7,7,3,0,0,0,0,0,0,0,0,1,0,0
pla6d6,4,8,4,5,9,12,0,0,3,0,2,1,6,0,0,1,0,0
pla57b,0,12,4,17,9,11,0,0,0,0,3,0,1,0,0,0,0,0
pla3mu,0,6,3,5,5,6,0,0,2,0,2,1,0,2,0,0,0,0
pl8vvf,0,6,1,10,14,10,2,1,3,0,1,8,0,0,0,1,0,0
pla17u,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pl9oip,0,22,16,8,22,51,7,0,6,0,1,0,0,0,1,0,1,0
pl9yxv,1,5,1,2,4,10,0,1,1,1,0,0,0,0,0,0,0,0
pl9ego,0,4,7,3,7,1,1,0,0,0,0,0,2,0,0,0,0,1
pla19u,0,4,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0
plbdc2,0,14,4,4,8,14,1,0,1,0,1,2,0,0,0,0,0,0
pli74o,0,5,1,6,16,6,0,0,2,0,1,0,0,0,0,1,0,0
plcasf,0,1,3,6,6,10,0,0,0,0,0,0,0,0,0,3,0,0
plhqpc,0,2,3,1,4,6,0,0,1,0,0,0,1,0,0,0,0,0
pleswe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plcl4c,1,1,0,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0
pldd6m,1,6,1,6,4,2,0,0,0,0,0,0,4,0,0,0,0,0
pleofx,0,4,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0
plbwu1,0,1,2,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0
plg2h0,2,6,0,1,5,6,1,0,0,0,1,0,0,0,0,0,0,0
plgeik,0,4,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
plioka,0,19,8,5,11,39,2,0,2,0,2,0,0,0,1,0,0,0
pliu8o,0,4,2,8,9,2,0,0,1,1,0,0,0,0,0,0,0,0
plk2fq,0,4,0,12,3,0,1,0,0,1,5,0,0,0,1,0,0,0
plngnv,0,6,4,3,25,9,0,0,1,1,0,0,1,0,0,2,0,0
pllshu,1,5,0,12,8,14,1,0,0,0,0,0,0,0,0,0,0,0
plmuam,2,24,7,24,9,13,1,1,4,3,5,0,2,0,0,0,0,1
plmg2h,0,7,1,3,5,2,0,0,1,2,0,0,0,0,0,0,1,0
plksdm,3,3,12,6,15,2,0,0,0,1,0,0,0,0,0,0,0,0
plndmr,0,4,0,3,6,1,0,0,0,0,0,0,1,0,0,1,0,0
plka62,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0
plp9d9,0,1,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0
plkqdd,0,7,1,8,5,4,0,0,0,0,0,0,0,0,0,5,0,0
plk7td,0,7,4,1,9,1,0,0,0,1,0,0,3,0,0,0,0,0
plosqu,0,6,5,9,12,4,0,0,0,2,1,0,2,0,0,4,2,0
plka7n,0,6,9,22,21,13,1,1,0,1,25,0,0,0,0,0,0,0
pll1g4,0,18,4,18,11,9,4,0,5,0,11,0,0,0,0,3,0,0
pln7i9,0,7,1,9,5,1,0,0,1,6,0,0,0,0,0,0,0,0
pln19q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plnwv1,1,5,4,9,3,4,0,0,1,1,0,0,0,0,0,0,0,0
plowf8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
plp7w1,0,5,3,5,10,1,0,0,0,1,0,1,0,0,0,3,0,0
pllsl1,0,8,2,1,3,3,0,0,3,0,0,1,3,0,0,0,0,0
plqbqj,3,5,0,6,4,5,0,0,0,1,1,0,0,0,0,0,0,0
plr3ji,0,5,9,3,5,3,0,0,0,0,0,1,0,0,0,1,0,0
plpeqc,0,29,19,24,58,19,1,1,2,5,0,0,12,0,0,4,0,0
plqoc9,1,7,3,20,10,13,0,0,2,1,1,2,0,0,0,0,0,0
plu1q4,0,24,6,10,30,16,0,0,4,3,1,0,0,0,0,0,0,0
plu0yp,0,11,9,3,4,5,5,0,1,0,0,0,0,0,0,0,0,0
plrjap,0,20,3,8,13,6,0,0,0,1,0,0,0,0,0,0,0,0
plqcbr,0,17,2,5,9,4,0,0,0,1,0,2,0,0,0,0,0,0
plu08e,0,15,7,19,9,8,1,0,1,0,3,0,0,1,1,0,0,0
plvf0w,0,6,4,4,17,14,0,0,0,0,1,0,0,0,0,0,0,0
plvp4x,0,9,0,12,8,9,0,0,1,2,1,1,0,0,0,0,0,0
plt1hd,1,19,6,40,40,8,0,0,3,0,16,0,9,2,1,0,0,0
plo0i8,0,25,2,39,28,36,0,0,1,0,20,1,0,0,0,0,0,0
pls7ra,4,17,13,49,19,11,0,0,0,0,22,0,0,2,0,0,0,0
plum61,0,17,3,0,25,4,0,0,2,0,0,0,3,0,0,0,0,0
ploawb,0,10,0,3,4,19,0,0,0,0,2,0,0,0,0,0,0,0
plpihj,0,11,5,3,18,12,2,2,1,0,7,0,4,0,0,0,0,1
plwaoi,4,8,3,5,7,20,0,0,0,1,1,0,2,0,0,0,0,0
plx5cy,0,6,2,2,0,8,2,0,1,0,0,0,0,0,0,0,0,0
pluwsv,0,8,4,4,3,13,1,1,0,0,0,0,0,0,0,0,0,0
plvrrd,0,1,3,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0
plxhyz,1,25,10,26,13,17,1,1,0,3,3,2,5,0,0,0,0,0
ply0oy,0,7,5,15,20,8,0,0,1,0,1,0,1,0,0,0,0,0
pm0e6h,0,5,3,9,10,5,0,1,1,1,0,2,0,1,0,1,1,0
pm0dwu,0,20,7,3,10,13,0,0,1,0,1,0,0,1,0,0,0,0
pm4o45,0,9,6,4,11,13,1,0,1,0,1,2,1,0,0,0,0,0
plz5re,0,8,6,18,2,10,2,0,1,2,0,0,0,0,1,0,3,0
pm25o9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pm4v44,0,18,10,9,8,14,2,0,1,0,3,0,0,0,1,0,0,0
pm0q23,0,8,4,5,6,3,3,0,0,0,3,0,0,0,0,0,0,0
pm1nb9,0,2,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0
plxz9w,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pm3wnl,1,6,4,12,8,7,0,0,0,0,8,3,0,0,0,0,0,0
plybmu,0,6,2,2,2,2,0,0,1,0,3,0,0,0,0,1,0,0
pm5fj5,0,6,7,15,16,3,2,0,1,0,4,0,0,0,0,0,0,0
pm6c0v,0,13,7,25,10,8,0,0,4,0,7,0,0,0,2,0,0,0
pm8nly,0,4,3,3,1,1,0,0,1,2,2,0,0,0,0,1,0,0
pm9lgb,0,10,12,22,16,7,0,0,1,0,9,2,0,0,0,0,1,0
pm5xq3,0,3,3,2,3,4,2,0,0,0,0,0,0,0,0,0,0,0
pm69fv,1,14,8,55,30,16,1,0,1,8,14,6,1,1,0,0,3,0
pma9ot,1,7,3,4,12,5,0,0,0,0,0,1,0,0,0,0,0,0
pma67h,2,12,1,3,42,20,1,3,4,0,1,2,0,0,0,0,0,0
pmaaal,0,6,2,7,9,4,0,0,0,0,1,0,0,0,0,0,0,0
pm95ug,0,6,2,3,9,7,0,0,0,0,0,0,0,0,0,0,0,0
pm9f1x,0,2,6,4,7,18,1,1,1,0,1,1,0,0,0,0,0,0
pm5phe,1,5,4,3,21,3,0,0,0,0,0,0,0,0,0,0,0,0
pmbdgr,0,4,4,5,14,14,0,0,2,0,2,3,1,2,0,1,0,0
pmbejs,1,8,7,5,11,32,4,0,4,5,0,0,1,0,1,0,3,0
pmd42n,1,5,7,4,13,6,1,0,1,0,0,0,0,0,0,1,0,0
pmc2kg,0,9,6,8,10,12,2,0,0,1,0,0,0,0,0,0,0,0
pme74q,0,1,0,4,10,1,0,1,0,0,1,0,0,0,0,0,0,0
pmgcx4,0,12,10,3,4,1,0,0,1,0,1,0,0,0,0,1,0,0
pmbxdn,0,7,5,6,11,35,1,0,1,0,0,0,0,0,0,0,0,0
pmffd0,0,5,3,0,18,7,0,0,0,0,0,0,1,0,0,0,0,0
pmgdyt,0,6,1,8,7,8,0,0,0,1,0,0,0,0,0,0,0,0
pmbef6,1,24,21,5,19,18,0,1,8,1,0,0,0,0,1,0,0,1
pmeo7b,1,12,9,22,3,8,0,0,1,1,3,0,0,0,0,0,0,0
pmfi6d,1,3,6,5,20,20,0,0,8,2,3,1,2,0,2,0,9,0
pmbcy6,1,1,3,2,3,0,2,0,0,2,0,0,1,0,0,0,0,0
pmhdnp,0,6,2,2,7,12,0,0,0,1,0,2,0,0,0,0,0,0
pmbr6o,1,16,2,9,8,22,3,2,2,0,0,0,0,0,0,0,0,0
pmdks0,0,24,7,18,30,50,3,0,1,4,0,0,1,0,0,0,1,0
pmfet2,0,11,7,24,16,25,0,3,1,3,37,0,0,0,0,0,0,2
pmgesz,0,9,2,2,4,5,2,0,1,0,0,0,0,0,0,0,0,0
pmhbzh,0,6,7,15,17,13,0,0,3,2,3,0,0,0,0,0,0,0
pmetak,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
pmgm7n,1,15,8,12,11,24,1,0,8,1,4,1,1,0,0,0,0,0
pmgeht,0,17,15,17,17,25,0,2,2,0,22,3,0,0,0,2,0,0
pmipgy,0,13,6,2,12,6,0,0,0,0,0,0,0,0,0,0,0,0
pmhf3j,0,18,3,6,16,10,1,0,4,0,0,1,0,1,0,2,0,0
pmj1a0,0,3,5,6,5,5,0,0,0,0,1,0,0,0,0,0,0,0
pmb49h,0,5,6,4,3,6,2,0,1,0,3,0,0,0,0,0,0,0
pmgq54,3,20,3,11,13,16,2,0,0,1,0,2,0,0,0,0,0,0
pmkk8p,0,9,11,11,20,10,1,0,2,0,16,0,0,0,1,0,0,0
pmlecz,0,0,3,4,0,7,0,0,0,0,1,0,0,0,0,0,0,0
pmjmq1,0,7,3,9,23,3,0,0,0,0,7,0,12,0,0,1,0,0
pmjhc2,6,9,2,6,10,4,1,0,1,3,0,0,0,0,0,0,0,0
pmpdjw,0,10,12,4,25,10,0,0,0,0,1,0,1,0,0,0,0,0
pmm7fz,0,5,2,4,9,9,0,0,0,0,0,2,0,0,0,1,0,0
pmj768,0,5,0,8,2,8,2,0,0,0,0,1,0,0,0,0,0,0
pmqi13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pmtvpb,0,3,2,5,3,3,0,0,2,0,0,1,0,0,0,0,0,0
pmrpxz,0,9,4,5,16,13,1,0,0,0,0,0,0,0,0,0,1,0
pmryvz,3,0,4,2,4,0,3,0,1,0,0,1,0,0,0,1,4,0
pmrzf0,0,16,4,50,7,20,0,0,1,1,13,0,0,0,0,0,0,0
pmrqw3,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
pmvsvh,1,1,2,4,1,0,2,0,0,0,0,0,0,0,0,0,2,0
pmqxdl,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
pmvnpe,0,16,9,14,9,5,1,0,0,2,1,0,0,0,0,0,4,0
pmw2sa,1,7,8,8,5,10,0,0,0,1,2,0,0,0,0,0,0,0
pmx04a,0,3,2,7,2,10,2,0,0,1,0,0,0,0,0,0,2,0
pmxt5p,0,8,3,4,13,5,0,0,3,0,0,2,0,0,0,0,0,0
pn0417,0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
pn1tim,0,21,13,6,29,5,0,0,4,3,31,0,0,2,0,34,0,0
pmzmct,0,12,2,2,40,13,0,1,0,0,5,0,2,0,0,0,0,0
pmzxqg,0,5,0,3,13,7,0,0,3,0,0,0,0,0,0,0,0,0
pn0d7c,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
pmxill,1,23,10,17,24,30,0,1,2,3,3,3,0,1,0,2,1,0
pmzczh,0,6,3,1,3,2,0,1,0,0,0,2,2,0,0,0,0,0
pn0q9i,0,1,8,2,5,0,1,0,0,1,0,0,0,0,0,0,0,0
pn2o70,0,7,4,9,6,0,1,0,5,1,3,0,0,0,0,0,0,0
pmz7ja,1,2,2,3,11,5,3,0,0,0,0,1,0,0,0,0,0,0
pmx4c0,0,14,3,4,16,6,0,1,0,0,4,0,0,0,0,0,0,0
pn18f4,0,8,2,6,29,2,0,0,0,0,0,1,1,0,0,1,0,0
pmx31n,0,1,1,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0
pn0nmc,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pmyikf,0,5,1,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0
pn05uz,0,7,0,6,4,2,6,0,1,0,1,1,0,0,0,0,0,0
pn3fdb,2,5,1,21,2,9,1,0,0,0,7,0,0,0,0,0,0,0
pn3b7d,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
pn2pxj,1,16,20,1,1,63,1,0,14,0,14,0,1,0,1,0,0,0
pmzw6a,0,24,4,20,34,13,2,0,3,0,11,0,2,0,0,1,0,0
pn3huw,0,13,13,6,23,3,0,0,1,0,0,0,0,0,0,1,1,0
pn3m6c,3,9,3,7,8,8,1,1,0,2,0,0,0,0,0,0,0,0
pn45j0,0,2,5,5,20,20,0,0,0,0,0,2,0,0,0,1,0,0
pn4pgz,0,16,12,13,3,4,0,0,0,3,0,2,0,0,0,2,0,0
pn6td5,0,18,9,7,9,24,0,1,3,0,0,0,0,0,0,0,0,0
pn81g9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pncius,0,10,3,15,16,8,0,0,0,1,4,0,3,0,0,0,0,0
pn8pss,1,28,7,34,27,32,1,1,1,2,5,0,0,0,0,0,2,0
pnclvk,0,3,2,2,5,5,0,0,0,0,2,0,0,0,0,0,0,0
pn62al,0,17,1,0,4,0,0,0,0,0,0,0,0,0,0,17,0,0
pnbuon,0,8,0,5,4,8,0,0,1,0,0,0,0,0,0,1,0,0
pnc51d,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
pnaldf,0,11,10,11,4,1,1,0,2,0,1,1,0,0,0,5,0,0
pn68zi,0,5,0,3,2,2,0,2,0,1,1,3,0,0,0,0,0,0
pnbju5,0,7,8,30,8,9,0,0,2,1,6,1,2,0,0,0,6,0
pn782m,0,22,2,54,13,21,1,0,4,10,11,1,0,0,1,0,2,0
pnax2g,0,7,11,6,31,3,0,2,0,1,1,0,0,1,0,0,0,0
pnczj4,0,1,9,6,4,4,1,0,1,0,0,0,0,0,0,0,0,0
pngjmo,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
pni3a1,2,6,6,6,13,10,1,0,1,0,2,3,0,0,0,0,0,0
pne75i,1,15,5,12,11,11,0,0,0,1,1,0,2,0,0,1,1,0
pnh3fp,0,10,3,3,10,4,0,0,3,0,0,3,0,0,0,1,0,0
pnhbfx,0,16,0,5,10,9,3,0,0,0,3,1,0,0,0,0,0,0
pnjalo,0,4,1,0,3,9,0,3,0,0,0,0,0,0,0,0,0,0
pnefgy,0,12,9,8,17,22,0,1,2,0,0,0,3,0,0,0,0,0
pngf8s,0,4,2,7,5,9,0,0,2,0,10,0,0,0,0,0,0,0
pnhsou,0,15,1,12,18,10,2,1,1,0,0,0,0,0,0,0,0,0
pniv7l,2,11,3,4,7,13,1,1,3,0,0,0,0,0,3,0,0,0
pngzkv,0,4,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0
pnfa7o,0,1,8,5,6,4,1,0,1,0,0,0,0,0,0,0,0,0
pnfypr,0,7,1,13,5,9,0,0,2,2,3,0,0,0,0,0,0,0
pnf6bo,1,5,1,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0
pnjq33,0,15,9,7,33,12,0,0,4,0,6,0,0,0,1,5,0,0
pnj3yf,1,26,14,5,9,8,0,0,4,0,0,0,0,0,0,0,0,0
pnjchz,1,11,1,6,6,9,1,0,3,2,0,0,0,0,1,0,0,0
pnk3y6,0,6,8,8,5,2,1,0,1,0,0,0,0,0,0,0,0,0
pnjqqa,1,5,6,10,6,6,2,0,1,0,0,0,0,0,0,0,1,0
pnm04x,0,6,0,5,8,4,1,0,0,0,0,0,0,0,0,0,0,0
pnppxk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pnp3bh,0,18,8,20,16,23,1,0,0,0,4,5,0,2,0,2,0,0
pnolwh,0,2,1,0,26,4,0,0,1,0,0,1,0,0,0,0,0,0
pnps9n,0,9,5,10,2,3,1,0,5,0,2,0,0,0,0,0,1,0
pnoe9m,0,6,2,0,9,8,0,0,0,0,0,0,0,0,0,0,3,0
pnn0xe,0,14,7,11,6,7,1,0,3,0,1,2,1,0,0,0,0,0
pnmn58,0,3,1,3,8,1,0,0,0,2,2,0,0,0,0,0,0,0
pnqn5d,0,9,6,2,11,5,0,0,2,1,0,0,0,0,0,0,0,0
pnp71x,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0
pnqkpd,0,18,6,3,15,21,0,2,2,1,0,0,0,0,0,1,0,0
pnq7mu,0,6,1,1,17,5,3,0,3,0,0,1,8,0,0,0,0,0
pnpg98,0,14,6,0,19,13,1,0,2,2,1,3,1,0,1,1,0,0
pnqut4,2,10,3,7,8,9,0,0,0,0,0,0,2,0,0,2,0,0
pns7fe,0,5,1,4,8,8,1,2,0,0,0,0,0,0,0,0,0,0
pnsd7m,0,10,5,4,7,9,1,0,0,0,2,2,0,0,0,0,0,0
pnqtb5,0,6,3,2,21,2,0,0,0,0,2,0,1,0,0,0,0,0
pnrrfa,0,2,9,3,3,3,1,0,1,0,0,1,0,0,0,0,0,0
pnqbxw,0,8,4,3,16,13,0,0,2,0,0,0,0,0,1,0,0,0
pnss17,0,7,0,3,1,16,1,2,0,0,5,0,0,0,0,0,0,0
pnthc4,0,4,3,4,9,11,0,0,0,0,0,1,0,0,0,1,0,0
pnvimi,0,4,2,6,8,4,0,0,0,0,1,0,0,0,0,0,1,0
pnwjv5,1,6,13,8,3,0,1,0,0,0,1,0,0,0,0,0,0,0
pnt102,0,6,5,4,11,2,0,0,1,0,1,1,2,0,0,1,0,0
po0fhh,0,5,1,15,17,10,0,0,1,0,20,1,0,0,0,0,0,0
pny8rz,1,12,5,20,14,11,0,0,1,0,15,0,0,0,1,1,0,0
po0278,0,20,3,17,15,31,0,0,1,0,10,4,0,0,0,2,0,0
pnz7av,0,4,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
pny54t,1,11,5,4,9,21,3,2,0,1,1,0,0,0,0,0,4,0
po05wl,1,7,2,0,11,9,0,1,1,3,0,0,0,0,0,0,0,0
pnuuhe,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
pnv6ds,0,27,15,50,16,29,8,0,2,3,0,2,1,0,5,0,18,0
pnx4ab,0,21,10,12,22,8,1,0,3,0,4,0,6,0,0,6,0,0
pnsdf5,2,8,3,6,5,14,0,0,2,1,0,0,0,0,1,0,0,0
pnvnkp,0,7,4,40,8,13,0,0,1,0,9,0,0,0,0,0,0,0
pnxo3d,1,0,1,5,5,2,0,0,1,0,0,0,0,0,0,0,0,0
pnt4ak,0,2,0,1,3,3,1,1,2,0,6,0,0,0,0,0,0,0
po0gd0,0,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
pnx4ch,0,2,3,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0
pnu8mp,2,28,8,27,12,30,1,1,2,1,47,1,0,0,3,0,0,0
po1732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
po19bu,0,2,0,2,9,3,0,1,0,0,0,0,0,0,0,0,0,0
po4ay3,0,43,21,6,25,17,0,1,4,0,15,0,6,0,1,8,0,0
po5gr4,0,5,1,1,24,2,0,0,0,0,2,0,0,0,0,5,0,0
po5lqw,0,3,4,3,19,3,0,0,0,0,1,0,0,0,0,0,0,0
po22h0,0,10,16,4,5,4,0,0,7,1,0,0,0,0,0,14,0,0
po4d3i,1,16,15,17,17,16,5,0,1,1,8,2,0,0,0,0,0,0
po5z6c,0,1,2,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0
po52gn,0,10,4,3,8,1,2,0,1,0,0,0,5,0,0,0,0,0
po4ws4,0,4,0,4,4,5,0,0,1,1,1,0,0,0,0,0,0,0
po6cxm,0,29,4,11,40,14,1,2,1,1,1,0,0,0,0,4,0,0
po4zka,1,15,6,14,3,5,1,0,1,1,4,1,0,0,0,2,0,0
po272c,0,13,12,39,13,26,3,0,0,3,0,0,0,0,2,0,9,0
po6un3,0,16,0,15,9,13,0,0,0,0,0,0,0,0,0,0,0,0
po6u0m,0,4,2,8,6,9,2,0,0,0,0,0,1,0,0,0,0,0
po54lq,0,9,0,12,8,12,0,0,0,0,0,0,0,0,0,0,0,0
po1ppy,0,4,3,3,3,8,0,0,0,0,5,0,0,0,1,0,0,0
po6foi,0,7,0,6,2,27,1,0,2,0,0,0,0,0,0,0,0,0
po4xfj,0,13,2,8,4,13,0,0,0,1,3,1,0,0,0,0,0,0
po6v2h,0,4,2,5,7,5,0,1,0,0,1,1,0,0,0,2,0,0
po8g7d,0,30,3,6,34,69,4,15,1,1,1,1,0,0,1,0,0,0
pobhul,0,6,4,1,14,2,0,0,1,1,1,0,0,0,0,0,0,0
po9zbz,2,9,3,9,10,6,1,0,1,0,0,0,0,0,0,0,0,0
pobn16,0,19,8,20,14,6,0,0,3,1,0,0,0,0,0,7,0,0
po9f6c,0,10,4,10,11,10,0,0,1,0,0,1,0,0,0,0,0,0
po8xvp,0,6,0,0,9,8,0,1,0,0,0,1,0,0,0,0,1,0
po8njc,0,26,9,21,4,18,4,0,1,6,0,1,0,0,4,0,7,0
po7uvo,2,34,21,31,12,21,0,0,1,3,4,2,0,0,0,2,0,0
poctbs,0,10,10,11,8,7,0,0,1,0,3,2,0,0,0,2,0,0
podgpa,0,7,2,3,0,9,0,0,0,0,0,0,1,0,0,0,0,0
po71m8,0,7,1,8,6,9,1,0,1,0,0,0,0,0,0,0,0,0
po70ra,0,11,2,20,28,6,1,0,1,0,1,0,0,2,0,2,0,0
poc3l7,0,19,8,12,5,17,0,0,2,0,0,1,0,0,1,0,0,0
poce09,0,6,5,8,13,15,0,0,0,0,0,0,2,1,0,0,0,0
pobkdq,2,12,5,18,8,4,0,1,1,1,1,2,0,0,0,0,0,0
po9qcy,0,9,1,8,9,5,0,2,1,2,3,0,0,2,0,0,0,0
pocusb,2,5,5,7,4,5,0,0,2,2,0,0,0,0,1,0,1,0
po8sgz,0,0,0,3,3,1,0,0,0,0,3,0,0,0,0,0,0,0
poden5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
podf9k,1,17,6,10,24,10,0,2,3,0,1,0,18,1,13,0,0,0
pocrwz,1,10,3,4,9,10,0,0,1,0,2,0,0,0,0,0,1,0
poemsy,3,9,2,15,14,35,2,1,0,2,0,0,0,0,0,0,0,0
podp55,0,17,11,12,14,15,1,0,0,1,0,2,0,0,0,5,0,0
podr9k,0,3,0,1,4,5,0,0,0,0,0,0,0,0,1,0,2,0
pofgfu,0,4,3,2,5,5,0,0,4,0,0,0,0,0,0,0,0,0
pojloo,0,14,4,12,15,24,8,1,1,1,18,0,3,0,0,1,0,0
pomh5d,0,37,19,14,26,13,1,0,9,2,3,1,0,0,0,6,0,0
podpun,1,20,8,16,24,96,1,3,1,0,3,0,0,0,0,0,0,0
pokn6t,0,0,3,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
polnco,0,12,8,6,20,8,0,0,1,1,1,0,14,0,0,4,0,0
poe2j8,0,9,2,2,8,7,0,1,0,0,1,0,0,0,0,0,2,0
polmwf,2,10,7,8,17,11,2,0,2,0,0,0,2,0,3,0,4,0
pong52,0,8,3,3,23,8,1,1,0,0,0,0,0,0,0,0,0,0
poesc6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pok215,0,23,3,20,30,30,2,1,2,3,1,0,4,0,0,0,0,0
pofsnc,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ponj7g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pol5bv,0,4,1,5,13,3,4,0,0,0,3,0,1,0,0,3,0,0
pohg5v,2,1,1,3,24,2,1,0,3,0,0,0,0,0,0,0,0,0
poi4p5,1,1,0,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0
popm4j,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
posak2,0,8,4,7,6,21,1,0,2,0,0,1,0,0,0,0,0,0
pop9tf,0,6,1,2,9,5,1,0,0,0,1,0,0,0,1,0,0,0
porjol,0,10,7,4,15,1,0,0,7,0,1,1,0,0,0,2,0,0
poq27m,1,14,1,20,21,26,0,0,1,2,1,0,0,0,0,0,0,1
por2cw,0,12,2,0,9,16,6,0,3,13,3,1,0,0,0,0,0,0
poqgrz,1,12,2,10,19,19,1,0,0,0,0,0,1,0,0,0,0,0
poqajc,0,3,3,0,3,6,0,0,1,0,1,0,0,0,0,0,0,0
popq7n,0,7,1,7,4,2,0,0,2,0,0,1,0,0,0,0,0,0
pos60v,0,5,3,23,17,16,0,2,1,0,1,1,2,0,0,0,0,0
popup0,1,12,5,5,5,10,0,0,1,1,0,0,0,0,0,0,1,0
poowlq,1,18,4,26,9,13,0,1,0,1,2,0,5,0,0,4,0,0
popplm,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0
